#********** START OF renumber-sheet.ulp ULP Version 4.4.4 05-09-2016 :21:45:09 LOG **********#
#OldRef				SheetNumber	NewRef
CAM				1	CAM45
STATUS				1	STATUS45
S_RUD				1	S_RUD45
S_WINCH				1	S_WINCH45
WIND				1	WIND45
#********** END OF renumber-sheet.ulp ULP Version 4.4.4 05-09-2016 :21:45:09 LOG **********#

#********** START OF fix_via_hack.ulp ULP Version 4.6.0 05-09-2016 :21:45:46 LOG **********#
TRACK	WireCount=1		Net=GND				start(X=75950.000000 Y=27750.000000)	end(X=77000.000000 Y=27750.000000 )
TRACK	WireCount=2		Net=GND				start(X=77000.000000 Y=27750.000000)	end(X=77000.000000 Y=27850.000000 )
TRACK	WireCount=3		Net=GND				start(X=60000.000000 Y=12000.000000)	end(X=60000.000000 Y=11000.000000 )
TRACK	WireCount=4		Net=GND				start(X=23850.000000 Y=46100.000000)	end(X=23850.000000 Y=45300.000000 )
TRACK	WireCount=5		Net=GND				start(X=23850.000000 Y=45300.000000)	end(X=24250.000000 Y=45300.000000 )
TRACK	WireCount=6		Net=GND				start(X=24250.000000 Y=45300.000000)	end(X=24250.000000 Y=45700.000000 )
TRACK	WireCount=7		Net=GND				start(X=24250.000000 Y=45700.000000)	end(X=24100.000000 Y=45700.000000 )
TRACK	WireCount=8		Net=GND				start(X=76000.000000 Y=27750.000000)	end(X=75850.000000 Y=27750.000000 )
TRACK	WireCount=9		Net=GND				start(X=75600.000000 Y=28000.000000)	end(X=75550.000000 Y=28000.000000 )
TRACK	WireCount=10		Net=GND				start(X=75550.000000 Y=28000.000000)	end(X=75550.000000 Y=29600.000000 )
TRACK	WireCount=11		Net=GND				start(X=75550.000000 Y=29600.000000)	end(X=76450.000000 Y=29600.000000 )
TRACK	WireCount=12		Net=GND				start(X=76450.000000 Y=29600.000000)	end(X=76450.000000 Y=29500.000000 )
TRACK	WireCount=13		Net=GND				start(X=76450.000000 Y=29500.000000)	end(X=76350.000000 Y=29500.000000 )
TRACK	WireCount=14		Net=GND				start(X=76350.000000 Y=29500.000000)	end(X=76350.000000 Y=28200.000000 )
TRACK	WireCount=15		Net=GND				start(X=76350.000000 Y=28200.000000)	end(X=75900.000000 Y=28200.000000 )
TRACK	WireCount=16		Net=GND				start(X=75900.000000 Y=28200.000000)	end(X=75900.000000 Y=29100.000000 )
Device Name Conflict: Device=CAP_POLF80 from Internal SCH lib=kolosy  With Device=CAP_POLF80 from LIB=SparkFun
Device Name Conflict: Device=CAP_POLG from Internal SCH lib=kolosy  With Device=CAP_POLG from LIB=SparkFun
Device Name Conflict: Device=CAP_POLH13 from Internal SCH lib=kolosy  With Device=CAP_POLH13 from LIB=SparkFun
Device Name Conflict: Device=CAP_POLPTH1 from Internal SCH lib=kolosy  With Device=CAP_POLPTH1 from LIB=SparkFun
Device Name Conflict: Device=CAP_POLPTH2 from Internal SCH lib=kolosy  With Device=CAP_POLPTH2 from LIB=SparkFun
Device Name Conflict: Device=CAP_POLPTH3 from Internal SCH lib=kolosy  With Device=CAP_POLPTH3 from LIB=SparkFun
Device Name Conflict: Device=CAP_POLPTH4 from Internal SCH lib=kolosy  With Device=CAP_POLPTH4 from LIB=SparkFun
Device Name Conflict: Device=CAP_POLSMD from Internal SCH lib=kolosy  With Device=CAP_POLSMD from LIB=SparkFun
Symbol Name Conflict: Symbol=CAP_POL from Internal SCH lib=kolosy  With Symbol=CAP_POL from LIB=SparkFun
Package Name Conflict: Package=CPOL-RADIAL-10UF-25V from Internal SCH lib=kolosy  With Package=CPOL-RADIAL-10UF-25V from LIB=SparkFun
Package Name Conflict: Package=CPOL-RADIAL-100UF-25V from Internal SCH lib=kolosy  With Package=CPOL-RADIAL-100UF-25V from LIB=SparkFun
Package Name Conflict: Package=CPOL-RADIAL-1000UF-25V from Internal SCH lib=kolosy  With Package=CPOL-RADIAL-1000UF-25V from LIB=SparkFun
Package Name Conflict: Package=CPOL-RADIAL-1000UF-63V from Internal SCH lib=kolosy  With Package=CPOL-RADIAL-1000UF-63V from LIB=SparkFun
Package Name Conflict: Package=EIA3216 from Internal SCH lib=kolosy  With Package=EIA3216 from LIB=SparkFun
Package Name Conflict: Package=EIA3216-KIT from Internal SCH lib=kolosy  With Package=EIA3216-KIT from LIB=SparkFun
Package Name Conflict: Package=EIA3528 from Internal SCH lib=kolosy  With Package=EIA3528 from LIB=SparkFun
Package Name Conflict: Package=EIA3528-KIT from Internal SCH lib=kolosy  With Package=EIA3528-KIT from LIB=SparkFun
Package Name Conflict: Package=EIA6032 from Internal SCH lib=kolosy  With Package=EIA6032 from LIB=SparkFun
Package Name Conflict: Package=EIA7343 from Internal SCH lib=kolosy  With Package=EIA7343 from LIB=SparkFun
Package Name Conflict: Package=EN_J2 from Internal SCH lib=kolosy  With Package=EN_J2 from LIB=SparkFun
Package Name Conflict: Package=NIPPON_F80 from Internal SCH lib=kolosy  With Package=NIPPON_F80 from LIB=SparkFun
Package Name Conflict: Package=PANASONIC_C from Internal SCH lib=kolosy  With Package=PANASONIC_C from LIB=SparkFun
Package Name Conflict: Package=PANASONIC_D from Internal SCH lib=kolosy  With Package=PANASONIC_D from LIB=SparkFun
Package Name Conflict: Package=PANASONIC_E from Internal SCH lib=kolosy  With Package=PANASONIC_E from LIB=SparkFun
Package Name Conflict: Package=PANASONIC_G from Internal SCH lib=kolosy  With Package=PANASONIC_G from LIB=SparkFun
Package Name Conflict: Package=PANASONIC_H13 from Internal SCH lib=kolosy  With Package=PANASONIC_H13 from LIB=SparkFun
Package Name Conflict: Package=VISHAY_C from Internal SCH lib=kolosy  With Package=VISHAY_C from LIB=SparkFun
Device Name Conflict: Device=GND from Internal SCH lib=supply1  With Device=GND from LIB=SparkFun
Device Name Conflict: Device=GND from Internal SCH lib=supply1  With Device=GND from LIB=SparkFun-Aesthetics
Symbol Name Conflict: Symbol=GND from Internal SCH lib=supply1  With Symbol=GND from LIB=SparkFun
#********** END OF eagle6xx-sch-to-kicad-sch.ulp 1.9 05-09-2016 :21:46:51 LOG **********#

#********** START OF exp-lbrs.ulp 6.6 05-09-2016 :21:47:15 LOG **********#
OK: Eagle lib export from SCH/PCB OK
    Conversion completed with no Messages
#********** END OF exp-lbrs.ulp 6.6 05-09-2016 :21:47:15 LOG **********#


#********** START OF eagle-lbr2kicad-1.0.ulp 2.3 05-09-2016 :21:48:16 LOG **********#
Missing Prefix Part =''				KOLOSY_MICROSMP					boat6		M
Missing Prefix Part =''				KOLOSY_SOT23-6					boat6		M
Missing Prefix Part =''				KOLOSY_S-PWSON-N8					boat6		M
Missing Prefix Part =SMD				SPARKFUN_16LPCC					boat6		M
Missing Prefix Part =L				SPARKFUN_OSHW-LOGO-L					boat6		M
Missing Prefix Part =M				SPARKFUN_OSHW-LOGO-M					boat6		M
Missing Prefix Part =S				SPARKFUN_OSHW-LOGO-S					boat6		M
#********** END OF eagle-lbr2kicad-1.0.ulp 2.3 05-09-2016 :21:48:16 LOG **********#

